Timestamp,Dónde estás trabajando,Dedicación,Tipo de contrato,Último salario mensual o retiro BRUTO (en pesos argentinos),Último salario mensual o retiro NETO (en pesos argentinos),Pagos en dólares,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2024? ,¿De qué % fue el ajuste total acumulado?,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Años en el puesto actual,¿Cuántas personas tenés a cargo? ,Plataformas que utilizas en tu puesto actual ,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina? ,"En los últimos 6 meses, ¿se aplicó alguna política de ajustes salariales?","En los últimos 6 meses, ¿hubo reducción de personal?",¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias? ,¿Tenés guardias? ,Cuánto cobrás por guardia,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios? ,Tengo (edad),Género,¿Habías respondido nuestra encuesta en ediciones anteriores?,¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
6/5/2024 10:20:54,Mendoza,Full-Time,Staff (planta permanente),880000,712000,,,No,No recibo bono,Dos,52,Mayo,2,Ninguna de las anteriores,1,"No, pero escucho ofertas.",SysAdmin,25,15,15,0,"Docker, Kubernetes, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,"si, paritarias, 52% acumulado desde enero 2024",No,0,3,Responder sobre mis estudios,Terciario,Completo,Técnicatura en Redes y Telecomunicaciones,UNCUYO - Universidad Nacional de Cuyo,Terminar encuesta,,,,,49,Masculino,Sí,
6/5/2024 10:21:56,San Juan,Full-Time,Staff (planta permanente),1988100,1775287,,,No,No recibo bono,Dos,40,Abril,3,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",Automation Engineer,5,1,1,0,"Azure, Docker, Google Cloud Platform, Linux","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,"si, por inflación",No,5,3,Terminar encuesta,,,,,,,,,,41,Masculino,Sí,Folcode
6/5/2024 10:22:23,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2391500,2037000,,,Un sueldo,Performance de la compañía,Dos,93,Abril,3,"Abono de celular, Horarios flexibles",1,"No, pero escucho ofertas.",Manager / Director,2,4,2,7,Ninguna de las anteriores,Ninguno de los anteriores,Odoo,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,"Cómo estoy totalmente fuera de mercado para mi rol de Director de TI, por encima de los ajustes por inflación tuve algún porcentaje extra para intentar llegar a mercado. Actualmente según el benchmark interno, estoy aprox al 50% del valor de mercado.",No,5,2,Terminar encuesta,,,,,,,,,,29,Masculino,Sí,
6/5/2024 10:24:14,Neuquén,Full-Time,Staff (planta permanente),2083000,1489000,,,No,No recibo bono,Tres,40,Abril,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Project Manager,30,25,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,No,No sé,0,5,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Ciencias de la Computación,UNS - Universidad Nacional del Sur,Terminar encuesta,,,,,55,Masculino,Sí,Ninguna
6/5/2024 10:24:32,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),1250000,1037500,,,No,No recibo bono,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,8,0,8,0,Azure,".NET, C#, SQL",.NET Core,Microsoft SQL Server,"NUnit, Postman",De 501 a 1000 personas,100% remoto,0,"Estoy hace 3 meses, pero no de aplicó ninguna de momento ",No sé,5,3,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Programación,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,35,Masculino,Sí,
6/5/2024 10:25:57,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000,2200000,,,Un sueldo,Performance individual,Dos,50,Mayo,2,"Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Project Manager,15,1,5,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,7,0,Terminar encuesta,,,,,,,,,,40,femenino,Sí,
6/5/2024 10:29:40,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),10000000,6500000,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,280,No tuve,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",Manager / Director,20,10,4,30,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),3,,No,8,0,Terminar encuesta,,,,,,,,,,40,Masculino ,Sí,
6/5/2024 10:31:12,Río Negro,Full-Time,Staff (planta permanente),1200000,1940000,Mi sueldo está dolarizado (pero cobro en moneda local),"885,5",No,No recibo bono,No,0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Infosec,4,3,3,0,"Amazon Web Services, Linux","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"No, la politica de ajuste salarial se fijo hace mas de 6 meses y fue fijar el sueldo en dolares y liquidarlo todos los meses al precio del dolar oficial mayorista",Sí,10,2,Responder sobre guardias,Secundario,Completo,Tecnicatura en Automatizacion y Sistemas de Control,,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,26,Masculino,Sí,
6/5/2024 10:32:40,Córdoba,Full-Time,Staff (planta permanente),870,680,,,No,No recibo bono,Uno,40,Abril,1,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Networking,3,2,4,0,"SAP, VMWare",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% presencial,0,Bajo Convenio de comercio,No,5,3,Terminar encuesta,,,,,,,,,,33,Masculino,No,Glovant
6/5/2024 10:33:27,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000,4000000,Cobro todo el salario en dólares,1240,No,No recibo bono,Uno,10,Abril,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Product Support Engineer,14,2,2,0,"Amazon Web Services, Kubernetes, Linux, Serverless","Javascript, SQL",Node.js,"Amazon RDS/Aurora, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,"Se aplico un bono debido al estancamiento en el precio del dolar y la subida de los gastos en el pais. Fue de un 10% aprox a cada empleado, dependiendo el sueldo y posicion",No,8,3,Responder sobre guardias,,,,,,"Sí, activa",0,Porcentaje de mi sueldo bruto,Terminar encuesta,32,Masculino,Sí,-
6/5/2024 10:34:26,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2463000,2000000,,,Menos de un sueldo,Mix de las anteriores,Tres,90,Abril,2,"Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",Project Manager,5,5,2,4,"Google Cloud Platform, IBM Cloud / Watson, VMWare, Windows Server, IBM Maximo","Java, Python, SQL, VBA",Ninguno de los anteriores,"IBM Db2, Informix, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle",SoapUI,De 11  a 50  personas,Híbrido (presencial y remoto),1,,Sí,6,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería Industrial,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0,Bruto,Responder sobre mis estudios,28,Masculino,Sí,
6/5/2024 10:34:38,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),902488,735229,,,Menos de un sueldo,Bono anual conseguido por el gremio,No,0,No tuve,1,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Guardería o pago para cubrir costo de guardería, Viáticos",1,"Sí, estoy buscando activamente.",UX Designer,3,2,2,0,Figma,"CSS, HTML",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),2,Ninguna. No recibimos aumentos desde octubre de 2023 y se quitaron beneficios.,Sí,5,1,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0,Neto,Responder sobre mis estudios,31,Femenino,Sí,"Santander, Mercado Libre"
6/5/2024 10:37:20,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1749300,1451919,,,No,No recibo bono,Más de tres,35,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,2,2,2,0,Azure,".NET, C#, Javascript, SQL",".NET Core, Node.js, React.js","Microsoft SQL Server, SQLite",Cypress,De 2 a 10 personas,Híbrido (presencial y remoto),3,aumentan a discresión,No,10,3,Terminar encuesta,,,,,,,,,,29,Masculino (solo hay dos 😂),No,
6/5/2024 10:37:42,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000,1928000,Cobro parte del salario en dólares,"907,5",No,No recibo bono,Tres,26,Mayo,2,"Abono de celular, Abono de Internet, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), osde 310",2,"No, pero escucho ofertas.",Integrations Analyst,2,9,2,0,"Amazon Web Services, Docker, Kubernetes, Linux, Apache Camel, Apache NiFi, Postman",Groovy,Ninguno de los anteriores,Ninguna de las anteriores,"Postman, SoapUI, Visual Studio Coded UI",De 1001 a 2000 personas,Híbrido (presencial y remoto),1,ajustes por debajo de la inflacion,No,9,2,Responder sobre mis estudios,Terciario,Completo,Traductorado,,Terminar encuesta,,,,,36,fem,Sí,Avature
6/5/2024 10:39:30,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000,2600000,,,De uno a tres sueldos,Performance individual,Tres,20,Abril,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",BI Analyst / Data Analyst,20,4,2,0,"Amazon Web Services, Linux, OpenShift","C#, HTML, Python, SQL","Flask, HTMX","Amazon Redshift, Apache Hive, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Sybase, Teradata",Selenium,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,,No,10,5,Responder sobre mis estudios,Universitario,Completo,Analista de Sistemas,,Terminar encuesta,,,,,46,Masculino,Sí,
6/5/2024 10:39:32,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,7088000,7088000,Cobro todo el salario en dólares,1000,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,15,2,2,0,Amazon Web Services,"CSS, Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,"Jest, Playwright",De 501 a 1000 personas,100% remoto,0,No,Sí,10,0,Terminar encuesta,,,,,,,,,,35,Masculino,Sí,
6/5/2024 10:41:20,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1650000,1312000,,,No,No recibo bono,Más de tres,65,Abril,4,"Capacitaciones y/o cursos, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Credito nubiZ 50000 menual",3,"No, pero escucho ofertas.",Developer,3,1,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Javascript, SQL, TypeScript",Node.js,"ElasticSearch, MySQL, PostgreSQL, Redis","Jest, Mocha, Postman",De 51 a 100 personas,100% remoto,0,aumento mensual por IPC pero a partir de mayo volvieron al aumento trimestral por ipc,No,8,4,Terminar encuesta,,,,,,,,,,28,Masculino,Sí,"NX, UALA, MercadoPago"
6/5/2024 10:41:48,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),665000,585000,,,No,No recibo bono,Uno,20,Marzo,2,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Lactario en la oficina",1,"Sí, estoy buscando activamente.",QA / Tester,2,1,2,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Microsoft SQL Server,Postman,De 201 a 500 personas,Híbrido (presencial y remoto),2,,No sé,5,0,Terminar encuesta,,,,,,,,,,26,Fem,No,
6/5/2024 10:42:30,Chubut,Full-Time,Contractor,2000000,2000000,Cobro todo el salario en dólares,895,No,No recibo bono,No,0,No tuve,3,Ninguna de las anteriores,3,"No, estoy muy conforme.",Developer,5,0,0,0,"Amazon Web Services, Docker, Kubernetes, Linux","Javascript, TypeScript",Node.js,"Amazon DynamoDB, MongoDB",Jest,De 201 a 500 personas,100% remoto,0,,No sé,8,5,Responder sobre mis estudios,Secundario,Incompleto,,,Terminar encuesta,,,,,25,Masculino,Sí,
6/5/2024 10:42:33,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1666000,1379000,,,No,No recibo bono,Uno,25,Mayo,4,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Viáticos",3,"No, pero escucho ofertas.",Project Manager,9,4,1,0,Mainframe,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),3,,No,10,5,Terminar encuesta,,,,,,,,,,30,femenino,Sí,
6/5/2024 10:44:27,Córdoba,Full-Time,Staff (planta permanente),2500000,2000000,Cobro parte del salario en dólares,1200,Un sueldo,Performance individual,Tres,60,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs",4,"No, pero escucho ofertas.",Data Scientist,1,1,0,0,"Linux, ETX","C++, Matlab, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,,No sé,8,5,Terminar encuesta,,,,,,,,,,26,Masculino ,Sí,"Marvell, Globant, Naranja X"
6/5/2024 10:44:39,Santa Fe,Full-Time,Staff (planta permanente),2250000,1850000,,,Menos de un sueldo,Acuerdo sindical en paritarias,Más de tres,63,Mayo,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Infosec,6,2,2,0,"Azure, Docker, Linux, VMWare, Windows Server, Fortinet",Bash/Shell,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,Se ajustaron 5 veces por índice de inflacion.,No,9,0,Terminar encuesta,,,,,,,,,,27,Masculino,Sí,
6/5/2024 10:44:57,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2149375,1773981,,,De uno a tres sueldos,Performance grupal,Más de tres,63,Abril,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,8,4,4,0,Mainframe,"COBOL, SQL",Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),1,NO,No,7,4,Terminar encuesta,,,,,,,,,,27,Masculino ,No,Mercado Libre
6/5/2024 10:45:52,Formosa,Full-Time,Staff (planta permanente),3057767.76,2039626.73,,,No,No recibo bono,Más de tres,65,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Viáticos",3,"No, pero escucho ofertas.",Developer,8,8,4,2,"Amazon Web Services, Windows Server","HTML, Java, Javascript, Python, SQL",".NET Core, Angular","Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","PHPUnit, Test Complete",De 501 a 1000 personas,Híbrido (presencial y remoto),2,solo de convenio bancario,Sí,8,3,Terminar encuesta,,,,,,,,,,43,Masculino,No,Banco de Formosa SA
6/5/2024 10:48:10,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1985000,1665000,,,De uno a tres sueldos,Mix de las anteriores,Dos,40,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, La mayoría de los mencionados son PARCIALES no totales",3,"No, pero escucho ofertas.",Vendor Manager Operations,10,2,2,100,Google Cloud Platform,SQL,Ninguno de los anteriores,"MySQL, Google SQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,Ajuste por inflación,Sí,8,4,Terminar encuesta,,,,,,,,,,41,Femenino,Sí,
6/5/2024 10:48:43,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1245000,,,No,No recibo bono,Uno,50,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, pero escucho ofertas.",DevOps Engineer,2,4,2,0,"Amazon Web Services, Azure, Docker, Linux, SAP, Windows Server","Bash/Shell, Python, TypeScript",Node.js,Amazon DynamoDB,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,,No,6,3,Terminar encuesta,,,,,,,,,,28,Masculino,Sí,
6/5/2024 10:49:37,Córdoba,Full-Time,Staff (planta permanente),1823174,1763350,,,Un sueldo,Performance individual,Tres,73,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Infosec,13,4,4,1,SAP,ABAP,"SAP, SAP Hana",HANA,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,Ajuste Bimestrales según IPC.,Sí,8,3,Responder sobre guardias,,,,,,No,0,Neto,Terminar encuesta,36,Masculino,Sí,
6/5/2024 10:50:58,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1184600,1008306,Cobro todo el salario en dólares,"872,50",No,No recibo bono,Uno,7.5,Mayo,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Employer Brand ,10,3,2,0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,no,Sí,3,3,Terminar encuesta,,,,,,,,,,35,masculino,No,Valtech
6/5/2024 10:51:35,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2600,2500,Cobro todo el salario en dólares,1245,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,4,"No, pero escucho ofertas.",QA / Tester,4,0,4,1,"Amazon Web Services, Docker",TypeScript,Node.js,Amazon DynamoDB,Playwright,De 101 a 200 personas,100% remoto,0,,No sé,8,5,Responder sobre mis estudios,Terciario,En curso,Analista de Sistemas,Escuela Da Vinci,Terminar encuesta,,,,,25,Masculino,Sí,
6/5/2024 10:51:35,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1095000,909016,,,No,No recibo bono,Uno,30,Mayo,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Developer,3,2,2,0,Docker,"Javascript, Python, TypeScript","jQuery, Next.js, Node.js, React.js","PostgreSQL, Redis","Jest, vitest",De 51 a 100 personas,Híbrido (presencial y remoto),2,,Sí,6,1,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,22,Masculino,No,
6/5/2024 10:51:46,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),800000,900000,,,No,No recibo bono,Dos,25,Abril,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,4,3,3,2,"Docker, Linux, SAP","HTML, Java, PHP, Python, SQL","Hibernate, Next.js, React.js, SAP","MongoDB, MySQL, PostgreSQL",Postman,De 11  a 50  personas,Híbrido (presencial y remoto),5,,No,10,2,Terminar encuesta,,,,,,,,,,43,Femenino,Sí,Abaco Informatica
6/5/2024 10:52:35,Provincia de Buenos Aires,Full-Time,Contractor,1000000,1000000,,,No,No recibo bono,Dos,35,Mayo,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1,"No, pero escucho ofertas.",Developer,4,4,4,0,"Docker, Google Cloud Platform, Linux","Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript","Bootstrap, Hibernate, Laravel, Next.js, Node.js, React.js, Spring","MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,6,5,Terminar encuesta,,,,,,,,,,29,Masculino,Sí,
6/5/2024 10:54:33,Córdoba,Full-Time,Contractor,1300000,1040000,Cobro todo el salario en dólares,1189,No,No recibo bono,Uno,25,Marzo,4,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Developer,2,2,2,0,"Firebase, Google Cloud Platform, Serverless","Javascript, Python, TypeScript","Next.js, Node.js, React.js",Google Cloud Storage,"Jest, Postman",De 501 a 1000 personas,100% remoto,0,,Sí,8,3,Terminar encuesta,,,,,,,,,,31,Masculino,Sí,"Naranja,"
6/5/2024 10:57:07,Córdoba,Full-Time,Staff (planta permanente),2100000,1970000,,,Un sueldo,Mix de las anteriores,Más de tres,70,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas",3,"Sí, estoy buscando activamente.",Project Manager,10,9,3,0,oracle,SQL,ninguno,Microsoft SQL Server,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,,No,5,4,Terminar encuesta,,,,,,,,,,45,Masculino,No,"Globant, Globalizo, Accenture"
6/5/2024 10:59:00,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000,1000000,Cobro parte del salario en dólares,850,No,No recibo bono,Uno,10,Febrero,3,"Abono de Internet, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Developer,12,6,1,2,"Azure, Docker, Linux",Java,Spring,"Cassandra, ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,si,No sé,6,0,Terminar encuesta,,,,,,,,,,35,Femenino,No,
6/5/2024 11:01:14,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1236110,1004178,,,No,No recibo bono,Más de tres,50.5,Abril,3,"Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,7,1.5,1.5,0,Ninguna de las anteriores,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, jQuery, React.js",Microsoft SQL Server,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),3,Recomposición salarial mensual de acuerdo a lo logrado por el sindicato,No,9,1,Terminar encuesta,,,,,,,,,,40,Masculino,Sí,
6/5/2024 11:01:48,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1064114.87,157739.48,,,No,No recibo bono,Tres,25,Abril,2,"Vacaciones flexibles (adicionales a las reglamentarias), Prepaga de salud",2,"No, pero escucho ofertas.",HelpDesk,6,5,3,6,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,Acuerdos de Sindicato de Comercio,No,10,0,Responder sobre mis estudios,Terciario,Incompleto,Diseño de Experiencia del Usuario,,Responder sobre guardias,No,0,Porcentaje de mi sueldo bruto,Terminar encuesta,33,Femenino,Sí,
6/5/2024 11:02:29,Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,2000000,1500000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",4,"No, estoy muy conforme.",SRE (Site Reliability Engineer),10,3,3,0,"Amazon Web Services, Docker, Linux, Serverless","Dart, Javascript, Python, TypeScript","Flutter, React.js","Amazon DynamoDB, ElasticSearch, MongoDB, MySQL, PostgreSQL, SQLite",Selenium,1 (solamente yo),100% remoto,0,,No,10,5,Terminar encuesta,,,,,,,,,,31,Masculino,Sí,
